UID        PID  PPID   LWP  C NLWP STIME TTY          TIME CMD
tj-ds     1991  1977  1999  0    6 19:53 ?        00:00:00 cinnamon --replace
tj-ds     1991  1977  2000  0    6 19:53 ?        00:00:00 cinnamon --replace
tj-ds     2001  1770  2001  0    3 19:53 ?        00:00:00 /usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1
tj-ds     2001  1770  2005  0    3 19:53 ?        00:00:00 /usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1
tj-ds     2001  1770  2006  0    3 19:53 ?        00:00:00 /usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1
tj-ds     2003  1770  2003  0    5 19:53 ?        00:00:01 nemo -n
tj-ds     2003  1770  2037  0    5 19:53 ?        00:00:00 nemo -n
tj-ds     2003  1770  2038  0    5 19:53 ?        00:00:00 nemo -n
tj-ds     2003  1770  2041  0    5 19:53 ?        00:00:00 nemo -n
tj-ds     2003  1770  3056  0    5 20:18 ?        00:00:00 nemo -n
tj-ds     2004  1770  2004  0    4 19:53 ?        00:00:00 nm-applet
tj-ds     2004  1770  2034  0    4 19:53 ?        00:00:00 nm-applet
tj-ds     2004  1770  2035  0    4 19:53 ?        00:00:00 nm-applet
tj-ds     2004  1770  2039  0    4 19:53 ?        00:00:00 nm-applet
tj-ds     2007  1770  2007  0    4 19:53 ?        00:00:00 /usr/bin/python2 /usr/bin/cinnamon-killer-daemon
tj-ds     2007  1770  2021  0    4 19:53 ?        00:00:00 /usr/bin/python2 /usr/bin/cinnamon-killer-daemon
tj-ds     2007  1770  2022  0    4 19:53 ?        00:00:00 /usr/bin/python2 /usr/bin/cinnamon-killer-daemon
tj-ds     2007  1770  2023  0    4 19:53 ?        00:00:00 /usr/bin/python2 /usr/bin/cinnamon-killer-daemon
tj-ds     2013  1770  2013  0    1 19:53 ?        00:00:00 /usr/bin/python /usr/bin/blueberry-tray
tj-ds     2017  2013  2017  0    1 19:53 ?        00:00:00 sh -c /usr/lib/blueberry/blueberry-tray.py
tj-ds     2018  2017  2018  0    5 19:53 ?        00:00:00 python2 /usr/lib/blueberry/blueberry-tray.py
tj-ds     2018  2017  2025  0    5 19:53 ?        00:00:00 python2 /usr/lib/blueberry/blueberry-tray.py
tj-ds     2018  2017  2027  0    5 19:53 ?        00:00:00 python2 /usr/lib/blueberry/blueberry-tray.py
tj-ds     2018  2017  2028  0    5 19:53 ?        00:00:00 python2 /usr/lib/blueberry/blueberry-tray.py
tj-ds     2018  2017  2029  0    5 19:53 ?        00:00:00 python2 /usr/lib/blueberry/blueberry-tray.py
tj-ds     2026  2018  2026  0    1 19:53 ?        00:00:00 /usr/sbin/rfkill event
tj-ds     2044     1  2044  0    3 19:53 ?        00:00:00 /usr/lib/gvfs/gvfsd-metadata
tj-ds     2044     1  2045  0    3 19:53 ?        00:00:00 /usr/lib/gvfs/gvfsd-metadata
tj-ds     2044     1  2046  0    3 19:53 ?        00:00:00 /usr/lib/gvfs/gvfsd-metadata
tj-ds     2048     1  2048  0    3 19:54 ?        00:00:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.7 /org/gtk/gvfs/exec_spaw/0
tj-ds     2048     1  2049  0    3 19:54 ?        00:00:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.7 /org/gtk/gvfs/exec_spaw/0
tj-ds     2048     1  2050  0    3 19:54 ?        00:00:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.7 /org/gtk/gvfs/exec_spaw/0
tj-ds     2126  1770  2126  0    4 19:54 ?        00:00:00 cinnamon-screensaver
tj-ds     2126  1770  2128  0    4 19:54 ?        00:00:00 cinnamon-screensaver
tj-ds     2126  1770  2129  0    4 19:54 ?        00:00:00 cinnamon-screensaver
tj-ds     2126  1770  2135  0    4 19:54 ?        00:00:00 cinnamon-screensaver
tj-ds     2127  1770  2127  0    1 19:54 ?        00:00:00 /usr/bin/python3 /usr/bin/mintupdate-launcher
tj-ds     2138  2127  2138  0    1 19:54 ?        00:00:00 sh -c /usr/lib/linuxmint/mintUpdate/mintUpdate.py
tj-ds     2139  2138  2139  0    5 19:54 ?        00:00:00 /usr/bin/python3 /usr/lib/linuxmint/mintUpdate/mintUpdate.py
tj-ds     2139  2138  2152  0    5 19:54 ?        00:00:00 /usr/bin/python3 /usr/lib/linuxmint/mintUpdate/mintUpdate.py
tj-ds     2139  2138  2153  0    5 19:54 ?        00:00:00 /usr/bin/python3 /usr/lib/linuxmint/mintUpdate/mintUpdate.py
tj-ds     2139  2138  2154  0    5 19:54 ?        00:00:00 /usr/bin/python3 /usr/lib/linuxmint/mintUpdate/mintUpdate.py
tj-ds     2139  2138  2159  0    5 19:54 ?        00:00:00 /usr/bin/python3 /usr/lib/linuxmint/mintUpdate/mintUpdate.py
tj-ds     2160  1770  2160  0    2 19:54 ?        00:00:00 /usr/bin/python3 /usr/share/system-config-printer/applet.py
tj-ds     2160  1770  2162  0    2 19:54 ?        00:00:00 /usr/bin/python3 /usr/share/system-config-printer/applet.py
tj-ds     2216     1  2216  0    1 19:59 ?        00:00:00 /usr/lib/x86_64-linux-gnu/gconf/gconfd-2
root      2377     2  2377  0    1 19:59 ?        00:00:00 [kworker/3:1]
root      2475     2  2475  0    1 20:02 ?        00:00:00 [kworker/u8:0]
root      2530     2  2530  0    1 20:03 ?        00:00:00 [kworker/1:1]
root      2681     2  2681  0    1 20:04 ?        00:00:00 [kworker/2:1]
tj-ds     2683     1  2683  0    4 20:04 ?        00:00:00 /usr/lib/gvfs/gvfsd-network --spawner :1.7 /org/gtk/gvfs/exec_spaw/2
tj-ds     2683     1  2687  0    4 20:04 ?        00:00:00 /usr/lib/gvfs/gvfsd-network --spawner :1.7 /org/gtk/gvfs/exec_spaw/2
tj-ds     2683     1  2688  0    4 20:04 ?        00:00:00 /usr/lib/gvfs/gvfsd-network --spawner :1.7 /org/gtk/gvfs/exec_spaw/2
tj-ds     2683     1  2692  0    4 20:04 ?        00:00:00 /usr/lib/gvfs/gvfsd-network --spawner :1.7 /org/gtk/gvfs/exec_spaw/2
root      2710     2  2710  0    1 20:05 ?        00:00:00 [kworker/3:2]
root      2720     2  2720  0    1 20:05 ?        00:00:00 [kworker/0:0]
root      2721     2  2721  0    1 20:05 ?        00:00:00 [kworker/0:3]
tj-ds     2734     1  2734  0    3 20:05 ?        00:00:00 /usr/lib/gvfs/gvfsd-dnssd --spawner :1.7 /org/gtk/gvfs/exec_spaw/5
tj-ds     2734     1  2735  0    3 20:05 ?        00:00:00 /usr/lib/gvfs/gvfsd-dnssd --spawner :1.7 /org/gtk/gvfs/exec_spaw/5
tj-ds     2734     1  2736  0    3 20:05 ?        00:00:00 /usr/lib/gvfs/gvfsd-dnssd --spawner :1.7 /org/gtk/gvfs/exec_spaw/5
tj-ds     2750     1  2750  0    4 20:05 ?        00:00:01 /usr/lib/gnome-terminal/gnome-terminal-server
tj-ds     2750     1  2751  0    4 20:05 ?        00:00:00 /usr/lib/gnome-terminal/gnome-terminal-server
tj-ds     2750     1  2752  0    4 20:05 ?        00:00:00 /usr/lib/gnome-terminal/gnome-terminal-server
tj-ds     2750     1  2753  0    4 20:05 ?        00:00:00 /usr/lib/gnome-terminal/gnome-terminal-server
tj-ds     2754  2750  2754  0    1 20:05 pts/0    00:00:00 bash
tj-ds     2782  2750  2782  0    1 20:05 pts/1    00:00:00 bash
root      2827     2  2827  0    1 20:07 ?        00:00:00 [kworker/u8:1]
root      2918     2  2918  0    1 20:10 ?        00:00:00 [kworker/2:2]
root      2953     2  2953  0    1 20:12 ?        00:00:00 [kworker/1:0]
root      2993     2  2993  0    1 20:14 ?        00:00:00 [kworker/3:0]
root      2994     2  2994  0    1 20:14 ?        00:00:00 [kworker/u8:2]
root      3019     2  3019  0    1 20:15 ?        00:00:00 [kworker/2:0]
tj-ds     3055  2754  3055  0    1 20:18 pts/0    00:00:00 ps -eLf
